id;title;redirect_id;redirect_title;wikibase_item;pageviews;extracts;thumbnail;link;msg_erreur1;P31;P361;P279;P8225;P106;site_officiel;msg_erreur2;balise_mere
5940901;(1016) Anitra;0;null;Q11553;23;(1016) Anitra est un astéroïde évoluant dans la ceinture principale, découvert le 31 janvier 1924 par l'astronome allemand Karl Wilhelm Reinmuth depuis l'observatoire du Königstuhl.<p>Il est nommé probablement d'après le personnage d'Anitra de la pièce de théâtre Peer Gynt du dramaturge norvégien Henrik Ibsen.;null;https://fr.wikipedia.org/wiki/(1016)_Anitra;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
4552346;(10160) Totoro;0;null;Q936205;16;(10160) Totoro est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10160)_Totoro;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528714;(10161) Nakanoshima;0;null;Q1190398;2;(10161) Nakanoshima est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10161)_Nakanoshima;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9512920;(10162) Issunboushi;0;null;Q1190361;3;(10162) Issunboushi est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10162)_Issunboushi;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9543896;(10163) Onomichi;0;null;Q781424;2;(10163) Onomichi est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10163)_Onomichi;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528715;(10164) Akusekijima;0;null;Q980155;5;(10164) Akusekijima est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10164)_Akusekijima;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11889989;(10165) 1995 BL2;0;null;Q1480026;2;(10165) 1995 BL2 est un astéroïde Apollon de 0,829 km de diamètre découvert en 1995.;null;https://fr.wikipedia.org/wiki/(10165)_1995_BL2;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528717;(10166) Takarajima;0;null;Q1190383;2;(10166) Takarajima est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10166)_Takarajima;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9514764;(10167) Yoshiwatiso;0;null;Q1088802;2;(10167) Yoshiwatiso est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10167)_Yoshiwatiso;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9555878;(10168) Stony Ridge;0;null;Q1064132;8;(10168) Stony Ridge est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10168)_Stony_Ridge;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528719;(10169) Ogasawara;0;null;Q1088795;4;(10169) Ogasawara est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10169)_Ogasawara;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9514166;(11871) Norge;0;null;Q1090596;2;(11871) Norge est un astéroïde de la ceinture principale.;null;https://fr.wikipedia.org/wiki/(11871)_Norge;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
5953930;(1017) Jacqueline;0;null;Q11554;4;(1017) Jacqueline est un astéroïde de la ceinture principale découvert le 4 février 1924 par l'astronome franco-russe Benjamin Jekhowsky. Il fut nommé du prénom de l'élève de Jekhowsky Jacqueline Zadoc-Kahn Eisenmann.<p>Sa désignation provisoire était 1924 QL.;null;https://fr.wikipedia.org/wiki/(1017)_Jacqueline;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9540090;(10170) Petrjakeš;0;null;Q1189117;4;(10170) Petrjakeš est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10170)_Petrjake%C5%A1;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9522075;(10171) Takaotengu;0;null;Q1063781;2;(10171) Takaotengu est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10171)_Takaotengu;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11612252;(101713) Marston;0;null;Q51271273;2;(101713) Marston est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101713)_Marston;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9525883;(10172) Humphreys;0;null;Q1088834;3;(10172) Humphreys est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10172)_Humphreys;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9540262;(101721) Emanuelfritsch;0;null;Q4312807;2;(101721) Emanuelfritsch est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101721)_Emanuelfritsch;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9554763;(101722) Pursell;0;null;Q5682361;2;(101722) Pursell est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101722)_Pursell;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11612253;(101723) Finger;0;null;Q5682547;8;(101723) Finger est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101723)_Finger;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9548801;(10173) Hanzelkazikmund;0;null;Q523285;6;(10173) Hanzelkazikmund est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10173)_Hanzelkazikmund;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9542977;(10174) Emička;0;(10174)_Emicka;Q1089878;2;(10174) Emička, désignation internationale (10174) Emicka, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10174)_Emi%C4%8Dka;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
0;null;0;null;null;0;null;null;null;null.No Query! Page Wikipedia NULL:(10174)_Emi�?ka;{NULL};{NULL};{NULL};{NULL};{NULL};null;null.Page Wikidata NULL Wikibase_item non existant;
9550870;(10175) Aenona;0;null;Q1088570;2;(10175) Aenona ou (10175) Ænona est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10175)_Aenona;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9547196;(10176) Gaiavettori;0;null;Q1088819;2;(10176) Gaiavettori est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10176)_Gaiavettori;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9525884;(10177) Ellison;0;null;Q1088958;2;(10177) Ellison est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10177)_Ellison;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
10445713;(101777) Robhoskins;0;null;Q27919730;6;(101777) Robhoskins est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101777)_Robhoskins;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528720;(10178) Iriki;0;null;Q1190378;4;(10178) Iriki est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10178)_Iriki;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11873477;(101781) Gojira;0;null;Q56072212;2;(101781) Gojira est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101781)_Gojira;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9528721;(10179) Ishigaki;0;null;Q1190394;2;(10179) Ishigaki est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10179)_Ishigaki;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
5955662;(1018) Arnolda;0;null;Q11555;11;(1018) Arnolda est un astéroïde de la ceinture principale. Sa distance minimale d'intersection de l'orbite terrestre est de 0,907 266 ua. Son paramètre de Tisserand est de 3,391.<p>(1018) Arnolda a été découvert le 3 mars 1924 par l'astronome allemand Karl Reinmuth. Sa désignation provisoire était 1924 QM. Son nom actuel rend hommage au physicien allemand Arnold Berliner.;null;https://fr.wikipedia.org/wiki/(1018)_Arnolda;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11889997;(10180) 1996 EE2;0;null;Q1480029;5;(10180) 1996 EE2 est un astéroïde de la ceinture principale d'astéroïdes de 3,627 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10180)_1996_EE2;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9507982;(10181) Davidacomba;0;null;Q748052;3;(10181) Davidacomba est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10181)_Davidacomba;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9533391;(10182) Junkobiwaki;0;null;Q600765;1;(10182) Junkobiwaki est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10182)_Junkobiwaki;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9442822;(10183) Ampère;0;(10183)_Ampere;Q1082674;7;(10183) Ampère, désignation internationale (10183) Ampere, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10183)_Amp%C3%A8re;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9442822;(10183) Ampère;0;null;Q1082674;7;(10183) Ampère, désignation internationale (10183) Ampere, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10183)_Amp%C3%A8re;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9524183;(10184) Galvani;0;null;Q1192369;2;(10184) Galvani est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10184)_Galvani;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9524184;(10185) Gaudi;0;null;Q593514;19;(10185) Gaudi est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10185)_Gaudi;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9471827;(10186) Albéniz;0;(10186)_Albeniz;Q666304;2;(10186) Albéniz, désignation internationale (10186) Albeniz, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10186)_Alb%C3%A9niz;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9471827;(10186) Albéniz;0;null;Q666304;2;(10186) Albéniz, désignation internationale (10186) Albeniz, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10186)_Alb%C3%A9niz;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11889999;(10187) 1996 JV;0;null;Q1480032;4;(10187) 1996 JV est un astéroïde de la ceinture principale d'astéroïdes de 6,239 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10187)_1996_JV;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9548795;(10188) Yasuoyoneda;0;null;Q924848;4;(10188) Yasuoyoneda est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10188)_Yasuoyoneda;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9525885;(10189) Normanrockwell;0;null;Q257639;4;(10189) Normanrockwell est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10189)_Normanrockwell;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
5965407;(1019) Strackea;0;null;Q11557;2;(1019) Strackea est un astéroïde de la ceinture principale découvert le 3 mars 1924 par l'astronome allemand Karl Reinmuth. Il fut nommé en honneur de Gustav Stracke.<p>Sa désignation provisoire était 1924 QN.;null;https://fr.wikipedia.org/wiki/(1019)_Strackea;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890001;(10190) 1996 NC;0;null;Q1480033;5;(10190) 1996 NC est un astéroïde de la ceinture principale d'astéroïdes de 5,097 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10190)_1996_NC;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9554111;(101902) Gisellaluccone;0;null;Q3596825;2;(101902) Gisellaluccone est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101902)_Gisellaluccone;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890004;(10191) 1996 NU1;0;null;Q1480034;1;(10191) 1996 NU1 est un astéroïde de la ceinture principale d'astéroïdes de 12,283 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10191)_1996_NU1;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890007;(10192) 1996 OQ1;0;null;Q247185;2;(10192) 1996 OQ1 est un astéroïde de la ceinture principale d'astéroïdes de 4,427 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10192)_1996_OQ1;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9536180;(10193) Nishimoto;0;null;Q1088639;2;(10193) Nishimoto est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10193)_Nishimoto;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890010;(10194) 1996 QN1;0;null;Q1480035;2;(10194) 1996 QN1 est un astéroïde de la ceinture principale d'astéroïdes de 7,571 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10194)_1996_QN1;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9549202;(10195) Nebraska;0;null;Q11556;2;(10195) Nebraska est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10195)_Nebraska;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
6532987;(101955) Bénou;0;(101955)_1999_RQ36;Q11558;1054;(101955) Bénou (désignation internationale : 101955 Bennu), désigné auparavant sous sa dénomination provisoire 1999 RQ36, est un astéroïde découvert en 1999 ayant un diamètre d'environ 500 mètres et décrivant une orbite de 1,2 an autour du Soleil. Il s'agit d'un astéroïde géocroiseur Apollon, c'est-à-dire coupant l'orbite de la Terre. <p>La sonde spatiale OSIRIS-REx de la NASA, lancée en septembre 2016, a atteint Bénou le 3 décembre 2018 vers 17 h TU, afin de rapporter en 2023 un échantillon de 60 grammes de sol aux fins d'analyse,. D'après ce qu'on sait le 26 octobre 2020, elle a pu récolter des échantillons le 20 octobre lors de sa première manœuvre.<p>Cet astéroïde ne doit pas être confondu avec...;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif/120px-Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif;https://fr.wikipedia.org/wiki/(101955)_B%C3%A9nou;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
6532987;(101955) Bénou;0;(101955)_Bennu;Q11558;1054;(101955) Bénou (désignation internationale : 101955 Bennu), désigné auparavant sous sa dénomination provisoire 1999 RQ36, est un astéroïde découvert en 1999 ayant un diamètre d'environ 500 mètres et décrivant une orbite de 1,2 an autour du Soleil. Il s'agit d'un astéroïde géocroiseur Apollon, c'est-à-dire coupant l'orbite de la Terre. <p>La sonde spatiale OSIRIS-REx de la NASA, lancée en septembre 2016, a atteint Bénou le 3 décembre 2018 vers 17 h TU, afin de rapporter en 2023 un échantillon de 60 grammes de sol aux fins d'analyse,. D'après ce qu'on sait le 26 octobre 2020, elle a pu récolter des échantillons le 20 octobre lors de sa première manœuvre.<p>Cet astéroïde ne doit pas être confondu avec...;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif/120px-Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif;https://fr.wikipedia.org/wiki/(101955)_B%C3%A9nou;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
6532987;(101955) Bénou;0;null;Q11558;1054;(101955) Bénou (désignation internationale : 101955 Bennu), désigné auparavant sous sa dénomination provisoire 1999 RQ36, est un astéroïde découvert en 1999 ayant un diamètre d'environ 500 mètres et décrivant une orbite de 1,2 an autour du Soleil. Il s'agit d'un astéroïde géocroiseur Apollon, c'est-à-dire coupant l'orbite de la Terre. <p>La sonde spatiale OSIRIS-REx de la NASA, lancée en septembre 2016, a atteint Bénou le 3 décembre 2018 vers 17 h TU, afin de rapporter en 2023 un échantillon de 60 grammes de sol aux fins d'analyse,. D'après ce qu'on sait le 26 octobre 2020, elle a pu récolter des échantillons le 20 octobre lors de sa première manœuvre.<p>Cet astéroïde ne doit pas être confondu avec...;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif/120px-Asteroid-Bennu-OSIRIS-RExArrival-GifAnimation-20181203.gif;https://fr.wikipedia.org/wiki/(101955)_B%C3%A9nou;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890012;(10196) 1996 TJ15;0;null;Q710404;2;(10196) 1996 TJ15 est un objet de la ceinture principale d'astéroïdes extérieure découvert en 1996.;null;https://fr.wikipedia.org/wiki/(10196)_1996_TJ15;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9554096;(101960) Molau;0;null;Q3596824;3;(101960) Molau est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(101960)_Molau;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9549029;(10197) Senigalliesi;0;null;Q1088529;3;(10197) Senigalliesi est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10197)_Senigalliesi;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9547197;(10198) Pinelli;0;null;Q976264;2;(10198) Pinelli est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10198)_Pinelli;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
345167;(10199) Chariclo;0;null;Q11559;132;(10199) Chariclo, internationalement (10199) Chariklo, est un centaure, un petit corps dont l'orbite croise celle des planètes externes du Système solaire. Découvert le 15 février 1997 par le programme Spacewatch, il est la première planète mineure connue à posséder des anneaux.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Chariklo_with_rings_eso1410b.jpg/120px-Chariklo_with_rings_eso1410b.jpg;https://fr.wikipedia.org/wiki/(10199)_Chariclo;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
345167;(10199) Chariclo;0;(10199)_Chariklo;Q11559;132;(10199) Chariclo, internationalement (10199) Chariklo, est un centaure, un petit corps dont l'orbite croise celle des planètes externes du Système solaire. Découvert le 15 février 1997 par le programme Spacewatch, il est la première planète mineure connue à posséder des anneaux.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Chariklo_with_rings_eso1410b.jpg/120px-Chariklo_with_rings_eso1410b.jpg;https://fr.wikipedia.org/wiki/(10199)_Chariclo;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
333901;(102) Miriam;0;null;Q11560;5;(102) Miriam est un astéroïde de la ceinture principale découvert par Christian Peters le 22 août 1868.;null;https://fr.wikipedia.org/wiki/(102)_Miriam;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
5970448;(1020) Arcadia;0;null;Q11561;2;(1020) Arcadia est un astéroïde de la ceinture principale découvert le 7 mars 1924 par l'astronome allemand Karl Reinmuth.<p>Sa désignation provisoire était 1924 QV.<p>Sa distance minimale d'intersection de l'orbite terrestre est de 1,662779 ua.;null;https://fr.wikipedia.org/wiki/(1020)_Arcadia;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9549030;(10200) Quadri;0;null;Q1088916;3;(10200) Quadri est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10200)_Quadri;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9545010;(10201) Korado;0;null;Q1190893;2;(10201) Korado est un astéroïde de la ceinture principale.;null;https://fr.wikipedia.org/wiki/(10201)_Korado;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890014;(10202) 1997 PE;0;null;Q8255456;3;(10202) 1997 PE est un astéroïde de la ceinture principale d'astéroïdes de 4,441 km de diamètre découvert en 1997.;null;https://fr.wikipedia.org/wiki/(10202)_1997_PE;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9546368;(10203) Flinders;0;null;Q667474;3;(10203) Flinders est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10203)_Flinders;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9424625;(10204) Turing;0;null;Q1088636;5;(10204) Turing est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10204)_Turing;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9540091;(10205) Pokorný;0;null;Q930656;3;(10205) Pokorný est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10205)_Pokorn%C3%BD;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
11890016;(10206) 1997 PC2;0;null;Q1864690;4;(10206) 1997 PC2 est un astéroïde de la ceinture principale de 3,454 km de diamètre découvert en 1997.;null;https://fr.wikipedia.org/wiki/(10206)_1997_PC2;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9555815;(10207) Comeniana;0;null;Q11562;4;(10207) Comeniana est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10207)_Comeniana;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9543819;(10208) Germanicus;0;null;Q2561870;6;(10208) Germanicus est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10208)_Germanicus;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9512921;(10209) Izanaki;0;null;Q1190388;4;(10209) Izanaki est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10209)_Izanaki;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
6126948;(1021) Flammario;0;null;Q11564;9;(1021) Flammario est un astéroïde de la ceinture principale découvert le 11 mars 1924 par l'astronome allemand Max Wolf.<p>Sa désignation provisoire était 1924 RG. Il fut nommé en honneur de Camille Flammarion.<p><p>;null;https://fr.wikipedia.org/wiki/(1021)_Flammario;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9534268;(10210) Nathues;0;null;Q1088527;1;(10210) Nathues est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(10210)_Nathues;Pas de message d'erreur Wikipedia;{Q3863};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
