id;Balise_Mere;title;label ;propriete de;aspect de;discipline;count
Q1357964;;county town;Pas de descriptions;{Q3957, Q1306755};null;null;1
Q1973927;;coup de poing;coup porté avec la main fermée;{Q1297428, Q124490};null;null;1
Q190752;;cour suprême;haute juridiction dans certains systèmes juridiques;{Q4959031};Q5167661;null;1
Q47521;;courant d'eau;mouvement de masse d'eau;{Q55659167};null;null;1
Q170984;;couronne;attribut de pouvoir;{Q28972621, Q5064153};null;null;1
Q3001292;;couronne dans l'Égypte antique;attributs du pharaon;{Q170984, Q2870173};null;null;1
Q355304;TOPONYMIE;cours d'eau;chenal superficiel ou souterrain dans lequel s'écoule un flux d'eau continu ou temporaire;{Q863944};null;Q2330259;1
Q24862;FILM;court métrage;film de cinéma d'une durée plus courte;{Q11424};null;null;5
Q17517379;;court métrage d'animation;film d'animation de courte durée;{Q202866, Q24862};null;null;1
Q1188986;;court terme;Pas de descriptions;{Q186081};Q26907166;null;1
Q251777;;coutume;Tradition d'une communauté sociale;{Q1299714};null;null;1
Q361132;;couverture;revêtement extérieur de la toiture d'un bâtiment;{Q206615};null;null;1
Q2239243;;créature légendaire;type de créature fictives;{Q4271324};null;null;2
Q24533670;CREATURE;créature mythique humanoïde;classe de créatures mythiques;{Q27863646, Q3254959};null;null;6
Q5801919;;crime sexuel;crime de nature sexuelle;{Q83267, Q558075, Q4688262, Q98649547};null;null;1
Q1520311;;crime violent;Pas de descriptions;{Q83267};null;null;1
Q40843;;croix;symbole en forme d'intersection;{Q60469796};null;null;1
Q15316;;croûte terrestre;partie superficielle et solide du matériau dont est fait la Terre;{null};null;Q1503122;1
Q34394;;croyance;adhésion dogmatique à une thèse;{Q54989186};null;null;1
Q2728698;CROYANCES;croyance religieuse;foi dans une religion, dogme, thèse, mythologie, etc.;{Q5410500, Q34394};null;null;4
Q772636;;cryptide;créature ou plante dont l'existence est supputée par certaines personnes mais non prouvée par la science;{Q18706315};null;Q180933;1
Q1778821;;cuisine;technique de préparation des aliments;{Q82821, Q11042};null;null;1
Q38695;;cuisson des aliments;art de préparer des aliments pour la consommation;{Q16920758};null;null;1
Q4886;;cultivar;variété de plantes obtenue en culture et sélectionnée artificiellement pour ses caractéristiques désirables;{Q16521, Q1362373};null;null;2
Q11042;;culture;ce qui est commun à un groupe d'individus;{Q3769299, Q2515887};null;Q858517;1
Q235352;;culture;production végétale tirée de l'exploitation de la terre;{Q1362373};null;null;1
Q45701;;déchet;quantité perdue dans l'usage d'un produit;{Q214609, Q3566043};null;Q1493973;1
Q6149036;;décoration;tout type d'ornement décoratif;{Q4684642, Q1357761};null;null;1
Q205985;;déesse;divinité féminine;{Q178885};null;null;1
Q586277;;degré;Pas de descriptions;{Q4897819};null;null;2
Q1184244;;délit;faute condamnable au pénal;{Q24962887};null;null;1
Q879146;;dénomination chrétienne;désignation d'une déclinaison du christianisme;{Q13414953, Q94670589};null;null;4
Q13414953;;dénomination religieuse;type d'organisation religieuse;{Q1530022, Q71966963};null;null;5
Q3044538;;dénutrition;état pathologique de différents degrés de gravité;{Q582904, Q12167};null;null;1
Q62127;;département d'Haïti;divisions administratives de la République d'Haïti;{Q1779026, Q10864048};null;null;1
Q792929;;département du Bénin;subdivision du Bénin;{Q3502443, Q643589, Q10864048};null;null;1
Q185086;;dépendance de la Couronne;territoire appartenant à la Couronne britannique sans pour autant être formellement rattaché au Royaume-Uni;{Q161243, Q1048835};null;null;1
Q640285;;Dépôt à terme;Pas de descriptions;{Q15809678};null;null;1
Q29175;;dérivée;fonction, définie en chaque point par la limite du taux d'accroissement du point de la fonction dérivable;{Q24034552};null;Q149999;1
Q949302;;dermatose;affection de la peau ou des muqueuses;{Q18554850, Q54943763};null;null;2
Q151411;;désignation;représentation d'un terme par la linguistique;{Q3695082, Q1914636};null;null;2
Q182940;;dessert;dernier plat servi au cours d'un repas;{Q746549, Q2095, Q14915034};null;null;2
Q174736;;destroyer;navire de guerre;{Q3114762};null;null;1
Q334637;PRODUIT;détergent;Pas de descriptions;{Q1069267, Q191154, Q1974312};null;null;1
Q210167;ENTREPRISE;développeur de jeux vidéo;groupe ou entreprise qui développe des jeux vidéo;{Q1058914, Q12737077, Q28640};null;null;1
Q162940;;diacritique;signe accompagnant une lettre;{Q3241972};null;null;1
Q33384;LINGUISTIQUE;dialecte;variété de la langue locale ou régionale;{Q3329375, Q20826827, Q337968};null;Q8162;14
Q3025977;;dialecte catalan;dialecte;{Q33384};null;null;1
Q3026787;;dicton;formule qui exprime une vérité ou un conseil de sagesse;{Q384876, Q386724};null;null;1
Q190;;Dieu;entité divine, être suprême et objet principal de la foi monothéiste;{Q178885, Q635155, Q215627};Q9159;Q7782252;2
Q6058157;;dieu;Pas de descriptions;{Q178885, Q190};null;null;1
Q63895111;;direction topographique;Pas de descriptions;{Q2151613};Q134435;null;1
Q2267705;;discipline;cours de formation dans une université, une école artistique ou un collège technique ou polytechnique;{Q21146257};Q9081;null;1
Q11862829;SCIENCES;discipline académique;branche du savoir;{Q1047113};Q336;null;67
Q4785472;;discipline de l'archéologie;Pas de descriptions;{Q11862829};null;null;1
Q2465832;SCIENCES;discipline scientifique;branche ou domaine de spécialité des sciences;{Q9081};null;null;23
Q2312410;SPORT;discipline sportive;partie d'un sport;{Q31629};null;null;16
Q966260;;discontinuité;Pas de descriptions;{Q36963847};null;Q1069;1
Q861911;;discours;adresse orale faite devant un auditoire;{Q17537576, Q1656682};null;null;1
Q190539;;discours;forme de communication humaine;{Q1066689, Q3622126, Q52943};null;null;1
Q6554101;;dispositif médical;instrument, appareil, équipement, matière utilisé pour le traitement d'un problème de santé;{Q1183543, Q39546, Q2424752};null;null;2
Q1149305;;disposition;terme de sociologie;{Q55919789};null;Q9418;1
Q618779;;distinction;ce qui est donné à une personne ou un groupe de personne en signe de reconnaissance d'excellence dans un certain domaine;{Q7302601};null;null;1
Q2387050;;district de Maurice;Pas de descriptions;{Q1139753};null;null;1
Q173799;;divertissement;activité qui permet aux êtres humains d'occuper leur temps libre en s'amusant et de se détourner ainsi de leurs préoccupations;{Q1914636, Q28877};null;null;1
Q1916821;;divinité aquatique;dieu lié à l'eau dans diverses mythologies;{Q13405593, Q1936706};null;null;1
Q635155;;divinité créatrice;dieu responsable de la création de l'Univers;{Q178885, Q4356623};null;Q34187;1
Q1470705;;divinité de la fertilité;type de déité;{Q178885};null;null;1
Q146083;;divinité égyptienne;dieux et déesses de l’Égypte antique;{Q178885};null;null;1
Q22989102;CREATURE;divinité grecque;Pas de descriptions;{Q178885, Q22988604, Q95074};null;null;10
Q476682;;divinité grecque des vents;divinité de la mythologie grecque;{Q22989102};null;null;2
Q878099;;divinité grecque primordiale;Liste des dieux grecs d'origines;{Q22989102};null;null;2
Q979507;;divinité hindoue;dieu ou déesse de l'hindouisme;{Q178885};null;null;1
Q3059255;;divinité marine grecque;Pas de descriptions;{Q1916821, Q22989102};null;null;1
Q11688446;;divinité romaine;Pas de descriptions;{Q178885, Q4271324};null;null;3
Q511056;;divinité solaire;Pas de descriptions;{Q178885, Q207174};Q2301994;null;1
Q117850;;doctrine;ensemble global de conceptions d'ordre théorique;{Q26256810, Q2684591, Q2620826, Q3962655, Q49447};Q214214;Q21201;3
Q5389993;;doctrine philosophique;type de doctrine;{Q17737};null;Q5891;1
Q49848;;document;porteur d'information qui contient l'écriture;{Q234460, Q37866906, Q15621286};null;Q199655;1
Q620749;;dogme;affirmation considérée comme fondamentale, incontestable et intangible;{Q211364};null;null;2
Q627436;METIER;domaine d'activité;spécialisation dans l'industrie ou la science;{Q1047113};null;null;4
Q223832;;dominion;territoire dépendant de l'empire britannique;{Q161243, Q1048835};null;null;1
Q6452921;;droit de gage;droit réel mettant une chose en garantie d'une créance;{Q248350};null;null;1
Q312457;;durée de note;caractéristique temporelle dans la notation musicale;{Q16038819};null;null;2
Q164950;;dynastie;succession de dirigeants nationaux membres d'une même famille;{Q13417114, Q1642895};null;null;2
Q29053744;;eau liquide;forme de l'eau;{Q283, Q40050};null;null;1
Q496805;;eau salée;Pas de descriptions;{Q906356};Q179615;null;1
Q56139;;eau-de-vie;boisson alcoolisée préparée par distillation;{Q17562878};null;null;1
Q43521;;échelle des temps géologiques;système de classement chronologique utilisé en géologie;{Q317623};null;Q973297;1
Q1387659;;école de pensée;type de groupe d'humains;{Q16334295, Q12558574, Q2198855, Q2386338};null;null;3
Q222516;;école du bouddhisme;subdivisions de la doctrine du Bouddha;{Q13414953, Q748};null;null;1
Q16895642;;école philosophique;Pas de descriptions;{Q1387659};null;Q5891;3
Q969040;;économie créative;Pas de descriptions;{Q268592};null;null;1
Q6617741;;écorégion du Fonds mondial pour la nature;type d'écorégion;{Q295469, Q386426};null;null;1
Q29517555;;écriture naturelle;système d'écriture;{Q8192};null;null;1
Q1156875;;écriture non déchiffrée;système d'écriture présent sur un certain nombre de documents archéologiques, mais dont le sens n'est pas connu;{Q8192, Q24238356};null;null;1
Q36180;;écrivain;personne qui rédige des ouvrages littéraires ou scientifiques;{Q482980};null;null;1
Q15636234;MEDECINE;éctomie;ablation chirurgicale d’un organe;{Q15636229};null;null;13
Q1284645;;édit;Pas de descriptions;{Q1864008, Q2571972, Q2703920};null;null;1
Q131212;2D;éditeur de texte;type de logiciel utilisé pour éditer du texte;{Q985394, Q166142};null;null;1
Q381243;;effets spéciaux;Illusions ou astuces pour changer l'apparence;{Q15088947};null;null;1
Q4936952;ELEMENTS;élément anatomique;partie du corps;{Q28845870, Q27043948};null;null;46
Q11344;ELEMENTS;élément chimique;type d'atomes ayant le même nombre de protons dans le noyau atomique;{Q28728771, Q79529};null;Q2329;69
Q391414;;élément d'architecture;formes élémentaires qui composent une architecture;{Q19603939, Q3955017, Q618123};null;null;4
Q15688633;BATEAUX;élément de bateau;Partie d'un bateau;{Q15989253, Q8205328};null;null;24
Q6647660;;élément littéraire;élément constitutif de toutes les œuvres de fiction narrative, caractéristique essentielle du récit verbal que l'on peut trouver dans tout récit écrit ou parlé;{Q15989253};null;Q208217;3
Q1058733;;élément structurel vertical;élément architectural d'ossature;{Q64830866};null;null;1
Q80962;;élevage;ensemble des activités qui assurent la multiplication des animaux;{Q8187769, Q336, Q56299222, Q29584207, Q17277530};null;null;1
Q3683633;;émail;Pas de descriptions;{Q3404720, Q1075};null;null;1
Q1555508;;émission de radio;émission effectuée depuis une station de radio;{Q11578774, Q2431196, Q11033};null;null;1
Q9415;EE;émotion;état d'esprit d'une personne, son ressenti par rapport à ce qui lui est arrivé;{Q781413, Q282250};null;null;22
Q16748888;EE;émotion complexe;selon la théorie des émotions;{Q9415};null;null;4
Q60539481;EE;émotion négative;Pas de descriptions;{Q9415};null;null;15
Q60539479;EE;émotion positive;type d'émotion;{Q9415};null;null;3
Q16830339;;emploi;ensemble de rôles dramatiques présentant des similarités et adaptés au même type d'acteur;{Q1707847};Q11635;null;1
Q506680;;endémie;présence habituelle d'une maladie dans une région;{Q12136};null;null;2
Q655697;;engin de siège;dispositif conçu pour ouvrir des brèches dans les murailles ou contourner les fortifications au cours d’une guerre de siège;{Q728};null;null;4
Q3054755;;Enseignement collégial au Québec;niveau d’enseignement au Québec entre le secondaire et l’université;{Q56315816};null;null;1
Q28813620;;ensemble;ensemble d'éléments tenus individuellement ;{Q99527517};null;null;1
Q2088357;;ensemble musical;groupe de musiciens habitués à pratiquer ensemble;{Q32178211, Q16334295, Q105815710, Q109802395};null;null;1
Q21199;;entier naturel (avec ou sans 0);nombre positif utilisé pour compter, dénombrer des éléments avec ambiguïté entre « entier naturel (Q28920052) » et « entier naturel non nul (Q28920044) »;{Q28920052, Q1244890};null;null;2
Q35120;;entité;tout ce qui peut être considéré, discuté ou observé;#N/A;#N/A;#N/A;2
Q15644911;;entité administrative territoriale de l'Empire romain;Pas de descriptions;{Q100205512};null;null;1
Q14897293;;entité fictionnelle;élément d'une œuvre de fiction;{Q17537576, Q64728693};Q1356411;null;1
Q27096235;;entité géographique artificielle;élément du sol ou du sous-sol substantiellement modifié par l'être humain (route, maison, ...);{Q27096213, Q8205328};null;null;1
Q15893266;;entité qui n'existe plus;Pas de descriptions;{Q35120, Q64728693};null;null;1
Q26907166;;entité temporelle;objet de temps, entité contenue dans une période temporelle ou changement d'état (événement, période, acte);{Q58415929};null;null;1
Q10389811;;entrée sur un sujet;définition dans un ouvrage de référence (dictionnaire ou encyclopédie);{Q191067};null;null;1
Q6881511;;entreprise;organisation dont le but est de produire et de fournir des biens ou des services;{Q4830453, Q362482, Q155076};null;null;3
Q22704077;CROYANCE;épisode biblique;histoire racontée dans la Bible;{Q1318295, Q1406161, Q1758354, Q118289};null;null;2
Q21191270;2D;épisode de série télévisée;partie d'une série télévisée;{Q1983062, Q2431196, Q15416};null;null;10
Q1326966;;épithète honorifique;épithète honorifique pour une personne;{Q207869, Q3320743};null;null;2
Q37484;;épopée;long poème d’envergure nationale narrant les exploits historiques ou mythiques d’un héros ou d’un peuple;{Q1097273, Q19310814, Q474090};null;null;1
Q754897;;époque géologique;Pas de descriptions;{Q4005761};null;Q134783;3
Q14645593;;équipe de rugby à XV;groupe de personnes jouant au rugby à XV;{Q12973014};null;null;2
Q13226383;;équipement;emplacement aménagé pour faire quelque chose;{Q811430};null;null;3
Q2604618;PRODUIT;équipement de pêche;équipement utilisé pour pêcher;{Q10273457};null;null;2
Q352222;PRODUIT;équipement d'exercice;se compose d'un ou plusieurs articles et est utilisé pour appliquer un sport;{Q10273457};null;null;1
Q630830;;ère;notion de géologie;{Q4005761};null;null;2
Q6428674;;ère;approximation des bornes spatio-temporelles marquée par un phénomène culturel ou naturel;{Q186081};Q1190554;Q309;1
Q5429522;;espar;Pas de descriptions;{Q942890, Q78323445};null;null;1
Q15707583;;espèce de fiction;Pas de descriptions;{Q14897293};null;null;2
Q12089225;;espèce minérale;Pas de descriptions;{Q17339814};Q7946;null;28
Q190995;;essence;désigne « ce que la chose est », par opposition au concept d'existence qui lui définit « l'acte d'exister »;{Q937228};null;null;1
Q4260475;;établissement médical;établissement où se pratique la médecine;{Q13226383, Q30139652, Q4287745, Q811979, Q55645123};null;null;1
Q3253281;;étang;étendue d'eau (pérenne ou non, naturelle ou non), qui peut être vidée pour l'exploitation;{Q337567};null;Q165838;1
Q3505845;ENTITE;état;terme abstrait indiquant la présence de valeurs stables dans l’ensemble des variables d’un objet;{Q483247, Q937228};Q488383;null;4
Q7275;;État;organisation politique et juridique d'un territoire délimité;{Q43229, Q177634, Q155076, Q1048835, Q56061, Q1896989, Q1063239, Q96196009};null;null;2
Q15978876;;état de sainteté;Pas de descriptions;{Q51621};null;null;1
Q35657;ENTITE;État des États-Unis;division administrative aux États-Unis d'Amérique;{Q852446, Q107390, Q106458883, Q192611, Q10864048};null;null;2
Q15831576;;état fondamental de la matière;l'un des états fondamentaux de la matière;{Q52063183};Q35758;null;2
Q3024240;;État historique;structure d'État ou de gouvernement, qui n'existe plus, ayant eu une certaine indépendance/existence;{Q19953632, Q6256, Q96196009, Q19832712};null;null;1
Q112099;;État insulaire;pays entièrement situé sur une ou des îles;{Q7275, Q6256};null;null;1
Q54989186;EE;état mental;Pas de descriptions;{Q813912};null;null;4
Q3968640;;état mental;Pas de descriptions;{Q1190554, Q3505845};null;Q9418;1
Q852859;;état modifié de conscience;type d'état de conscience;{Q15788410};null;null;1
Q15831577;;état non-classique de la matière;Pas de descriptions;{Q11430};null;null;1
Q3624078;ENTITE;État souverain;organisation politique souveraine sur son territoire;{Q7275, Q6256};null;null;13
Q41710;CULTURE;ethnie;groupe social de personnes qui s'identifient entre elles sur la base d'une ascendance commune (réelle ou imaginée), d'une histoire commune, d'une culture commune ou d'un vécu commun;{Q16334295};null;null;82
Q1137656;IDENTITE;ethnonyme;Pas de descriptions;{Q82799};null;Q4533071;1
Q5;CREATURE;être humain;individu appartenant à l’espèce Homo sapiens, la seule espèce restante du genre Homo – distinct de « humain fictif » et de « humain possiblement fictif »;{Q215627, Q154954, Q164509, Q15978631};null;Q23404;27
Q15632617;CREATURE;être humain de fiction;être humain n'existant que dans des œuvres de fiction;{Q28020127, Q96789464, Q97498056, Q95074};null;null;10
Q1656682;;événement;événement temporaire ou prévu, comme un festival ou une compétition;{Q1190554};Q309100;null;4
Q751989;;événement céleste;type de phénomène naturel;{Q1322005};null;null;1
Q2245405;;événement clé;classe d'éléments utilisés avec la propriété « événement clé » (P793);{Q1190554};null;null;3
Q14904124;;événement clé (navire);événement significatif dans la vie d'un navire - utiliser avec P793;{Q2245405};null;null;2
Q24336466;;événement mythique;Pas de descriptions;{Q24334685, Q14136353};null;null;1
Q15275719;;événement périodique;événement ayant lieu à intervalle régulier;{Q1656682, Q12044624};Q28314507;null;5
Q4584563;;Évolution des stratégies de reproduction;Comportement sexuel reproducteur au sein d'un groupe d'organismes.;{Q58778};null;null;1
Q1762591;;examen complémentaire;Pas de descriptions;{Q2671652};null;null;1
Q2671652;MEDECINE;examen médical;test qui vous informe sur une condition médicale;{Q796194, Q835153, Q1003030};null;null;1
Q902638;ELEMENTS;excipient;Pas de descriptions;{Q79529, Q50430193, Q350176, Q50430121};null;null;4
Q12870;ELEMENTS;explosif;mélange de corps susceptibles lors de leur transformation, de dégager en un temps très court, un grand volume de gaz porté à haute température, ce qui constitue une explosion;{Q79529, Q5376832, Q757138};null;null;2
Q464980;;exposition;mise d'une chose à la vue d'un public;{Q386724, Q1030034, Q1190554};null;null;1
Q6498784;;expression;Pas de descriptions;{Q246672};null;null;1
Q42298422;;expression argotique;Pas de descriptions;{Q8171, Q187931};null;null;2
Q15404978;;expression de genre;manifestation extérieure de l'identité de genre;{Q3769299};Q48264;null;3
Q327968;;expression faciale;Pas de descriptions;{Q207125};null;null;2
Q3062294;LINGUISTIQUE;expression latine;litterature latine;{Q187931, Q3026787};null;null;4
Q1139400;COMPOSANTS;exsudat;Pas de descriptions;{Q102205, Q1058795};null;null;1
Q466439;;extrémisme;idéologie;{Q9332};null;null;1
Q2538889;;fabricant d'arme;entreprise concevant de l'armement;{Q4830453};null;null;1
Q63922515;;fabrication hyperlocale;la production de biens, de services et d'informations dans l'environnement spatial des utilisateurs et des consommateurs;{Q187939, Q7406919};Q5958271;null;1
Q1748957;;Fach;système de classement des chanteuses et chanteurs, selon leur voix;{Q1063547, Q1707847};null;null;1
Q407384;;facteur de transcription;protéine;{Q2252764};null;null;1
Q1642334;;faits;concept interdisciplinaire, en vertu de laquelle le total de toutes les déclarations, on entend un sujet défini;{Q7184903};null;null;1
Q8436;CIVILISATION;famille;communauté de personnes réunies par des liens de parenté;{Q874405, Q16334295, Q1313923};null;null;2
Q15142889;PRODUIT;famille d'armes;groupe d'armes de nature commune;{Q16889133, Q20937557};null;null;6
Q25295;;famille de langues;groupe de langues dérivées d'un ancêtre commun;{Q17376908, Q941501};null;Q8162;1
Q417841;;famille de protéines;type de groupe ou classe de protéines;{Q84467700, Q16889133};Q8054;null;2
Q67015883;BIOLOGIE;famille d'enzymes;métaclasse de premier ordre;{Q84467700, Q417841};Q8047;null;12
Q1254773;OBJET;famille d'instruments de musique;Pas de descriptions;{Q16889133};Q2748242;null;10
Q147545;;faux-fruit;catégorie botanique;{Q1364};null;null;1
Q132241;;festival;manifestation de plusieurs jours à caractère festif, organisée à époque fixe autour d'une activité festive liée au spectacle, aux arts, aux loisirs, etc.;{Q15275719, Q43229};null;null;1
Q1825417;;fête mobile;fête d'un calendrier liturgique célébrée à des dates différentes suivant les années;{Q60075825};null;null;1
Q57598;;fête nationale;fête qui commémore un évènement historique, politique ou culturel lié à l'histoire d'une nation;{Q1197685, Q205892, Q11483816, Q422695};null;null;1
Q375011;;fête religieuse;date et événement important pour les membres d'une religion;{Q1445650, Q200538, Q132241};Q9174;null;1
Q5440532;;Fêtes et jours fériés aux États-Unis;Pas de descriptions;{Q1197685};null;null;1
Q161;;fibre;élément anatomique long et frêle;{Q214609};null;null;6
Q874142;;fibre animale;Pas de descriptions;{Q1192049, Q8054};null;null;1
Q20026824;;fibre végétale;fibre naturelle de plante;{Q1192049, Q161, Q189109, Q28969364};null;null;1
Q188063;;fieffé;système de gouvernance économique et politique de la terre concédée par un seigneur à un vassal au Moyen Âge en Europe;{Q56061, Q707482, Q1496967, Q28877};null;null;1
Q3744877;;figure artificielle;type de meuble héraldique;{Q3744866};null;null;1
Q182545;LINGUISTIQUE;figure de style;procédé d’expression qui s’écarte de l’usage ordinaire de la langue;{Q1762471, Q12767945};null;null;35
Q32015063;;figure de voltige;Pas de descriptions;{Q2094922};null;null;1
Q11424;CINEMA;film;œuvre culturelle faite d'une suite d’images donnant l'impression de mouvement et constituant un récit;{Q4502142, Q2431196, Q20937557, Q10301427};null;Q28793;181
Q336144;FILM;film à sketches;genre cinématographique reposant sur plusieurs histoires tournant autour d'un même thème;{Q11424, Q105420, Q15709879};null;null;1
Q4830453;ENTREPRISE;firme;entreprise impliquée dans des activités commerciales, industrielles ou professionnelles;{Q43229, Q3563237, Q155076};null;Q2043282;27
Q23583031;;fissure;séparation des fibres du bois;{null};null;null;1
Q219067;;fitness;Pas de descriptions;{Q29051769, Q14536140, Q56037271};null;Q103961937;1
Q573344;;fleuve;cours d'eau se jetant dans une mer;{Q55659167};null;null;2
Q4284762;;flux de matériaux;Pas de descriptions;{Q3074541};null;null;1
Q4164871;TITRE;fonction;charge avec des pouvoirs et responsabilités dans une organisation publique ou privée ou dans l'appareil d’État;{Q214339, Q16686448};null;null;51
Q11348;;fonction;relation entre plusieurs ensembles pour laquelle chaque élément du premier est en relation avec un et un seul élément du second;{Q130901, Q1756942, Q629085};null;Q395;1
Q230937;;fonction d'état;type de quantité physique;{Q911916, Q7603913};null;Q11473;1
Q21114371;;fonction épiscopale;Pas de descriptions;{Q11773926};null;null;1
Q16631188;;fonction militaire;type de fonction;{Q4164871};null;null;1
Q294414;;fonction publique;charge d’administration publique au sein de l’exécutif ou du judiciaire, attribuée par élection ou confiée par une autorité supérieure;{Q4164871};null;null;3
Q93344;MATHEMATIQUE;fonction trigonométrique;fonction qui relie la longueur des côtés d'un triangle à un angle;{Q864333, Q184743};null;Q8084;1
Q4485156;;fonctionnalité logicielle;type de fonctionnalité;{Q1207505, Q1347367};null;null;2
Q772547;;forces armées;type de organisation armée;{Q17149090, Q8473, Q2659904};null;null;1
Q1414729;;format cinématographique;Pas de descriptions;{Q759853};null;null;1
Q26971562;;format de bande dessinée;terme;{Q39725049};null;null;1
Q18602566;;format de livre;Pas de descriptions;{Q2085518};null;null;2
Q4263830;;format littéraire;catégorie d’ouvrage littéraire distingué par leurs caractéristiques formelles et non leur contenu;{Q1437361};Q8242;null;2
Q1641112;;formation social;tipo di concept sociologique;{Q33104129};Q8425;null;2
Q2083910;BIOLOGIE;formation végétale;Type de communautés de plantes;{Q16889133};null;null;6
Q1437361;;forme;manière dont les éléments d'une œuvre d'art sont organisés, par opposition à son contenu;{Q2085518};Q735;null;2
Q56055944;ARTS;forme d'art;catégorie d'art caractérisée par le support d'expression;{Q21146257};Q735;null;7
Q1307214;JUSTICE;forme de gouvernement;modèle organisationnel par lequel un État gouverne pour exercer son pouvoir souverain;{Q183039, Q2752458};null;null;13
Q183039;;forme d'État;type de forme;{Q28108};null;null;2
Q718608;;forme galénique;Pas de descriptions;{Q5158735};null;null;4
Q815741;;forme géométrique;entité abstraite primitive autour de laquelle s'articule le géométrie;{Q36161, Q207961, Q11028};Q8087;null;2
Q12047392;;forme juridique;type légal d'entité dans certains systèmes juridictionnels;{Q16889133};null;null;3
Q1269299;;forme juridique de l'entreprise;type de forme juridique;{Q12047392};null;null;1
Q862597;MUSIQUE;forme musicale;Organisation structurelle d'une œuvre musicale;{Q11696608, Q1437361, Q6671777};null;Q96621382;21
Q6630149;;forme narrative;Pas de descriptions;{Q1437361};Q4263830;null;1
Q89522629;;forme poétique;Pas de descriptions;{Q6630149, Q4263830};Q482;null;2
Q57831;;forteresse;fort de grande dimension;{Q1785071};null;null;1
Q57821;;fortification;installations et bâtiments qui ont été construits à des fins militaires et de défense;{Q6852233};null;null;1
Q63171169;;franchise de rugby à XV;équipe de rugby à XV admise dans une ligue professionnelle;{Q14645593, Q1441324};null;null;1
Q16979650;;fratrie;groupe de frères et sœurs;{Q1313923, Q16334295};null;null;1
Q28813;;fraude;action destinée à tromper;{Q19, Q170028, Q83267, Q78908682, Q15734480, Q1772449};null;null;1
Q1134686;;frazione;hameau géographique, rattaché administrativement à une commune d'Italie;{Q486972, Q532, Q2824645, Q177634, Q14757767};null;null;1
Q1131296;;freguesia;division administrative du territoire au Portugal et dans ses anciennes colonies;{Q13221722, Q380230, Q11618417, Q4976993, Q41791733, Q155076};null;null;1
Q2223649;;fromage français;fromage de France;{Q2095, Q10943};null;null;3
Q1364;ALIMENT;fruit;organe végétal;{Q24060707};null;null;5
Q3314483;;fruit;produit végétal comestible sucré;{Q2095, Q16686022, Q1364, Q25403900, Q27043864, Q29043258};Q38695;Q35911;2
Q11432;COMPOSANTS;gaz;fluide facile à comprimer et à déformer;{Q102205};null;null;1
Q10913792;COMPOSANTS;gaz inflammable;Pas de descriptions;{Q11432, Q1115533};null;null;1
Q754256;;gaz respirable;Pas de descriptions;{Q18214768, Q41704421};null;null;1
Q483394;;genre;catégorie d'œuvres basée sur des critères stylistiques, thématiques ou techniques;{Q16889133};null;null;10
Q1792379;ARTS;genre artistique;classification typologique des œuvres d'art basé sur des critère stylistiques;{Q483394};null;null;18
Q201658;CINEMA;genre cinématographique;catégorie d’œuvres cinématographiques;{Q1792379};Q59825918;null;6
Q20087698;;genre de bande dessinée;Le genre d'une bande dessinée;{Q1792379, Q223393};null;null;1
Q5151404;;genre de comédie;Pas de descriptions;{Q1792379};null;null;1
Q107551175;;genre de jeu;catégorisation des jeux;{Q483394};null;null;1
Q21114848;;genre de magazine;type du genre;{Q483394};null;null;2
Q1840368;BIOLOGIE;genre de nuage;Pas de descriptions;{Q1978047};Q8074;null;4
Q45971958;ARTS;genre des arts de la scène;genre artistique vivant;{Q1792379};null;null;4
Q20643324;;genre d'opéra;Pas de descriptions;{Q7777573, Q188451};null;null;2
Q2469603;;genre journalistique;format et style des productions journalistiques;{Q1292119};null;null;1
Q223393;LITTÉRATURE;genre littéraire;notion de type catégorielle qui permet de classer des productions littéraires;{Q1792379};Q8242;Q3508604;53
Q188451;MUSIQUE;genre musical;ensemble de formes de même caractère, réunies par leur destination (par exemple la musique de chambre) ou par leur fonction (par exemple la musique sacrée);{Q1792379, Q11696608};null;Q164204;40
Q3100808;;genre photographique;type de genre;{Q1792379};null;null;2
Q18783400;;genre statuaire;genre artistique;{Q1792379};null;null;3
Q15961987;;genre télévisuel;type de genre;{Q483394};null;null;2
Q7777573;THEATRE;genre théâtral;division et subdivisions de diverses formes de théâtre;{Q223393, Q45971958};null;Q960543;10
Q217438;CIVILISATION;gentilé;terme désignant les habitants d’un lieu;{Q10856962, Q34698};Q22947;Q37732;4
Q241284;;géosphère;partie solide de la Terre uniquement, ou bien l'ensemble lithosphère + hydrosphère + cryosphère + atmosphère;{Q219858, Q47495022};null;null;1
Q1247867;;gestion de logement;concept économique;{Q5409930};null;null;1
Q23392;;glace;eau à l'état solide;{Q283, Q11438};Q283;null;1
Q11358;;glucide;molécules organiques contenant un groupement carbonyle et plusieurs groupements hydroxyle, comprenant les sucres;{Q415812, Q64698788};null;null;1
Q36975;;glyphe;représentation graphique d'un signe typographique;{Q2545446, Q3241972};null;null;1
Q9366;2D;Google;moteur de recherche internet;{null};null;null;1
Q2612572;;grade;groupe monophylétique comprenant des espèces dont le plan d'organisation est relativement similaire;{Q16521};null;null;2
Q56019;JUSTICE;grade militaire;élément d'une hiérarchie militaire;{Q4189293};null;null;27
Q3113114;;Grades de l'armée romaine;page de liste de Wikipédia;{null};null;null;1
